make,model,derivative,year,price,fuelType,mileage,sellerType,transmission,engineSize,color,manufacturerColor,condition,owners,taxBandCode
Mercedes-Benz,E Class,E300D (265BHP) 4Matic Avantgarde 6.9% PCP,2023,59850,Diesel,42713,ContactTrade,Automatic,2.0,Black,Black,used,1,
Mercedes-Benz,E Class,E 220 D A/T Avantgarde,2023,58950,Diesel Hybrid,25998,ContactTrade,Automatic,2.0,Black,Black,used,1,B1
Mercedes-Benz,E Class,E300 e AMG Line Night Edition Premium + PHEV,2023,58900,Petrol Plug-in Hybrid,74652,ContactTrade,Automatic,2.0,Black,Obsidian Black Metallic,used,2,
Mercedes-Benz,E Class,E220D AMG LINE MHEV 4DR AUTO,2023,58500,Diesel Hybrid,43000,ContactTrade,Automatic,2.0,Black,,used,1,B1
Mercedes-Benz,E Class,"E220d Avantgarde Plus Automatic Diesel ""Price Includes €2,000 Scrappage""",2023,57900,Diesel,51999,ContactTrade,Automatic,2.2,Black,Black,used,1,B1
Mercedes-Benz,E Class,E220d AMG 194bhp Auto,2023,57850,Diesel Hybrid,48999,ContactTrade,Automatic,2.0,Black,Black,used,1,B1
Mercedes-Benz,E Class,E300de AMG 316bhp PHEV,2023,56850,Diesel Plug-in Hybrid,67999,ContactTrade,Automatic,2.0,Silver,Silver,used,1,
Mercedes-Benz,E Class,E300de AMG 316bhp PHEV,2023,56850,Diesel Plug-in Hybrid,66998,ContactTrade,Automatic,2.0,Black,Black,used,1,A1
Mercedes-Benz,E Class,E300de AMG LINE 316BHP Diesel PHEV,2023,54995,Diesel Hybrid,52721,ContactTrade,Automatic,2.0,Black,Black,used,1,A1
Mercedes-Benz,E Class,AMG LINE PREMIUM D  AUTO SALOON.,2023,54950,Diesel,63000,ContactTrade,Automatic,2.0,Silver,MOJAVE SILVER,used,1,B1
Mercedes-Benz,E Class,E300de AMG Line Premium (Night Edition),2023,54950,Diesel Plug-in Hybrid,53999,ContactTrade,Automatic,2.0,Black,Black,used,2,A1
Mercedes-Benz,E Class,E 300de AMG Line Premium Auto,2023,48995,Diesel Plug-in Hybrid,67572,ContactTrade,Automatic,2.0,Black,Black,used,1,
Mercedes-Benz,E Class,AMG LINE PREMIUM DE**18 INCH ALLOYS**MULTIFUNCTIONAL STEERING WHEEL**CRUISE CONTROL**AMBIENT LIGHTING**APPLE CAR PLAY**HEATED LEATHER SEATS**ELECTRIC TAILGATE**REVERSE CAMERA**KEYLESS START**,2023,47995,Diesel Plug-in Hybrid,45340,ContactTrade,Automatic,2.0,Black,,used,1,A1
Mercedes-Benz,E Class,AMG LINE PREMIUM DE**18 INCH ALLOYS**MULTIFUNCTIONAL STEERING WHEEL**CRUISE CONTROL**AMBIENT LIGHTING**APPLE CAR PLAY**HEATED LEATHER SEATS**ELECTRIC TAILGATE**REVERSE CAMERA**KEYLESS START**,2023,47995,Hybrid,45329,ContactTrade,Automatic,2.0,Black,,used,1,A1
Mercedes-Benz,E Class,"E300de AMG Line Premium Estate, Auto, 360 Camera, Upgraded 20'' Diamond Cut Alloys, Black Leather, Heated Seats, Parking Sensors, Electric Tailgate",2023,47777,Diesel Plug-in Hybrid,65515,ContactTrade,Automatic,2.0,Grey,Grey,used,1,A1
Mercedes-Benz,E Class,"220d AMG Coupe - 1 OWNER IRISH CAR - 19 Inch Alloys - Reversing Camera - Ambient Lighting - Sat Nav - Climate Control - Heated Seats - €59950 or €60,900 with Supaguard Vehicle Protection &amp; GAP Insuran",2022,59950,Diesel,56399,ContactTrade,Automatic,2.0,Red,Red,used,1,B1
Mercedes-Benz,E Class,"E220d AMG Premium Plus-Night Pack, Panoramic Sunroof, Burmester Sound, Memory Seats",2022,59950,Diesel,43498,ContactTrade,Automatic,2.0,White,White,used,2,
Mercedes-Benz,E Class,E 220d AMG Coupe-Beige Leather- Ambient Lights &amp; More,2022,59950,Diesel,31098,ContactTrade,Automatic,2.0,Black,Black,used,2,
Mercedes-Benz,E Class,300 DE 4DR AUTO,2022,56950,Diesel Plug-in Hybrid,45221,Private,Automatic,2.0,Black,,used,1,A1
Mercedes-Benz,E Class,"220d AMG - 19 Inch Alloys - Reversing Camera - Ambient Lighting - Sat Nav - Heated Seats - Climate Control - Apple CarPlay/Android Auto - €52,950 or €53,900 with Supagard Vehicle Protection &amp; GAP Insu",2022,52950,Diesel,55799,ContactTrade,Automatic,2.0,Grey,Grey,used,3,B1
Mercedes-Benz,E Class,300de Plug-In Hybrid AMG Line,2022,52950,Diesel Plug-in Hybrid,47298,ContactTrade,Automatic,2.0,Blue,Blue,used,2,
Mercedes-Benz,E Class,E 220d Exclusive-Upgraded Beige Nappa Leather,2022,51950,Diesel,55599,ContactTrade,Automatic,2.0,Black,Black,used,1,
Mercedes-Benz,E Class,E220 D AMG Exterior Line,2022,51900,Diesel Hybrid,70310,ContactTrade,Automatic,2.0,Blue,Nautic Blue Metallic,used,1,B1
Mercedes-Benz,E Class,"300e AMG - HIGH SPEC 1 OWNER IRISH CAR - 360 Reversing Camera - Panoramic Sunroof - Ambient Lighting - Sat Nav - Climate Control - Keyless Start - Apple CarPlay/Android Auto - €49.950 or €50,900 with",2022,49950,Petrol Plug-in Hybrid,77399,ContactTrade,Automatic,2.0,White,White,used,1,A1
Mercedes-Benz,E Class,2.0 D AMG LINE MHEV AUTO 191BHP ( 221 REG ),2022,49800,Diesel,60581,ContactTrade,Automatic,2.0,Grey,,used,0,B2
Mercedes-Benz,E Class,E 300de AMG Line Exterior PHEV Saloon,2022,47950,Diesel Plug-in Hybrid,80829,ContactTrade,Automatic,2.0,Grey,Grey,used,1,
Mercedes-Benz,E Class,E 220d SPORT ESTATE 5DR AUTO,2022,47950,Diesel,77000,ContactTrade,Automatic,2.0,White,POLAR WHITE,used,1,C1
Mercedes-Benz,E Class,E300DE AMG PREMIUM PLUS LINE NIGHT EDITION #40,2022,47950,Diesel Plug-in Hybrid,71249,ContactTrade,Automatic,2.0,Silver,Silver,used,1,A1
Mercedes-Benz,E Class,E 300 de PHEV AMG Line Exterior,2022,46950,Diesel Plug-in Hybrid,127448,ContactTrade,Automatic,2.0,Black,Black,used,1,A1
Mercedes-Benz,E Class,300de AMG NIGHT PACK **PAN SUNROOF,2022,46900,Diesel Plug-in Hybrid,56700,ContactTrade,Automatic,2.0,Grey,,used,2,A1
Mercedes-Benz,E Class,E220 D 220 D 4DR AUTO,2022,45950,Diesel Hybrid,89715,ContactTrade,Automatic,2.0,Black,Black,used,2,B1
Mercedes-Benz,E Class,E300de Estate AMG Line AUTO *(PLUG-IN HYBRID)*,2022,45950,Diesel Plug-in Hybrid,49863,ContactTrade,Automatic,2.0,Blue,Blue,used,1,
Mercedes-Benz,E Class,E220d Avantgarde,2022,44950,Diesel Hybrid,91999,ContactTrade,Automatic,2.0,Silver,Silver,used,2,B1
Mercedes-Benz,E Class,E220d A/T Avantgarde,2022,44950,Diesel,89398,ContactTrade,Automatic,2.0,Silver,Mojave Silver Metallic,used,1,B1
Mercedes-Benz,E Class,D E220 4DR AUTO,2022,43950,Diesel,105459,ContactTrade,Automatic,2.0,Blue,,used,3,B2
Mercedes-Benz,E Class,E220d  Avantgarde,2022,43900,Diesel,87931,ContactTrade,Automatic,2.0,Silver,SILVER,used,1,B2
Mercedes-Benz,E Class,E300de AMG Night Pack 316bhp Auto,2022,43850,Diesel Plug-in Hybrid,108998,ContactTrade,Automatic,2.0,Grey,Grey,used,1,A1
Mercedes-Benz,E Class,E220d AMG Line with Nappa Leather,2022,42950,Diesel,136608,ContactTrade,Automatic,2.0,Grey,Graphite Grey,used,1,B1
Mercedes-Benz,E Class,2.0Cdi AVANGARDE,2022,42950,Diesel,120035,ContactTrade,Automatic,2.0,Black,,used,2,B2
Mercedes-Benz,E Class,300 AMG Plug in Hybrid DSL,2022,39950,Diesel Plug-in Hybrid,114813,ContactTrade,Automatic,2.0,Silver,,used,0,A1
Mercedes-Benz,E Class,D E220 4DR AUTO,2022,39950,Diesel,62802,ContactTrade,Automatic,2.0,Grey,,used,1,B2
Mercedes-Benz,E Class,E 220 D A/T Avantgarde,2022,39950,Diesel,62500,ContactTrade,Automatic,2.0,Grey,Grey,used,1,B1
Mercedes-Benz,E Class,D E220 CABRIOLET 2DR AUTO,2021,57950,Diesel,95500,ContactTrade,Automatic,2.0,Grey,,used,2,C2
Mercedes-Benz,E Class,"300d Cabriolet AMG-Multispoke Alloys, Burmester Sound, Memory Seats",2021,54950,Diesel,54799,ContactTrade,Automatic,2.0,Black,Black,used,2,
Mercedes-Benz,E Class,220d AMG Cabriolet - Reversing Camera - Ambient Lighting - Sat Nav - Climate Control - Electric Heated Memory Seats - Cruise Control - Auto Lights/Wipers,2021,53950,Diesel,70299,ContactTrade,Automatic,2.0,Blue,Blue,used,2,B1
Mercedes-Benz,E Class,*Deposit Taken* E220 D Cabrio AMG Line,2021,51900,Diesel,82892,ContactTrade,Automatic,2.0,Grey,Selenite Grey Metallic,used,1,
Mercedes-Benz,E Class,E220D COUPE AMG  PREMIUM 2DR,2021,49800,Diesel,52947,ContactTrade,Automatic,2.0,Red,Rubellite Red,used,1,C2
Mercedes-Benz,E Class,E220 D AMG LINE NIGHT ED PREM+,2021,46999,Diesel,64000,ContactTrade,Automatic,2.0,Grey,,used,1,C2
Mercedes-Benz,E Class,220 D COUPE 2DR AUTO E SERIES,2021,46250,Diesel,55000,Private,Automatic,2.0,Blue,,used,2,C1
Mercedes-Benz,E Class,E300de PHEV AMG Line AUTO *(PLUG-IN HYBRID)*,2021,45950,Diesel Plug-in Hybrid,93198,ContactTrade,Automatic,2.0,Black,Black,used,4,
Mercedes-Benz,E Class,200p Avantgarde,2021,45950,Petrol,59399,ContactTrade,Automatic,2.0,Silver,Silver,used,2,
Mercedes-Benz,E Class,220 D COUPE AMG Sport,2021,43950,Diesel,86569,ContactTrade,Automatic,2.0,Grey,,used,1,C1
Mercedes-Benz,E Class,E300 DE EQ-P AMG LINE 9G  * 1 YEAR WARRANTY*,2021,43900,Diesel Plug-in Hybrid,56400,ContactTrade,Automatic,2.0,Grey,,used,1,A1
Mercedes-Benz,E Class,AMG LINE DE AUTO,2021,42950,Diesel Hybrid,103236,ContactTrade,Automatic,2.0,Grey,,used,1,A1
Mercedes-Benz,E Class,E 300 de PHEV AMG Line Exterior,2021,42950,Diesel Plug-in Hybrid,84619,ContactTrade,Automatic,2.0,Blue,Blue,used,2,A1
Mercedes-Benz,E Class,E 300 Amg Line Edition De Auto AMG Line Edition E300 de 9G-Tronic Auto PHEV EQ Power 306 122BHP /90 kW Start/Stop,2021,42950,Diesel Hybrid,45228,ContactTrade,Automatic,2.0,Grey,Grey,used,2,
Mercedes-Benz,E Class,E 300 de PHEV AMG Line,2021,42495,Diesel Plug-in Hybrid,40357,ContactTrade,Automatic,2.0,Red,Red,used,2,A1
Mercedes-Benz,E Class,E300de PHEV AMG Line Night Edition - 1 Owner - Video Available,2021,41995,Diesel Plug-in Hybrid,81083,ContactTrade,Automatic,2.0,Grey,Grey,used,1,A1
Mercedes-Benz,E Class,300 DE AMG LINE EDITION 306BHP 4DR ( 211 REG ),2021,41800,Diesel Plug-in Hybrid,139355,ContactTrade,Automatic,2.0,Black,,used,1,A1
Mercedes-Benz,E Class,E300 AMG Night Pack Premium Edition,2021,39999,Petrol,46000,ContactTrade,Automatic,2.0,Silver,,used,1,A1
Mercedes-Benz,E Class,E220D AMG LINE PREMIUM AUTO 4DR,2021,39995,Diesel,90000,ContactTrade,Automatic,2.0,White,,used,2,B2
Mercedes-Benz,E Class,"€2,500 Price drop // Plug in Hybrid Diesel // Estate",2021,39995,Diesel Plug-in Hybrid,65982,ContactTrade,Automatic,2.0,Grey,Grey,used,1,
Mercedes-Benz,E Class,E 200D Avantgarde Line Saloon,2021,39950,Diesel,113844,ContactTrade,Automatic,1.6,Black,Black,used,2,
Mercedes-Benz,E Class,E220 D SPORT 4DR AUTO,2021,39950,Diesel,70150,ContactTrade,Automatic,2.0,Silver,CIRRUS SILVER,used,2,B2
Mercedes-Benz,E Class,E 200 D A/T Avantgarde,2021,39945,Diesel,68253,ContactTrade,Automatic,1.6,Grey,Grey,used,1,
Mercedes-Benz,E Class,E 200 D A/T AMG Ext 1.6 Diesel 160 BHP ROAD TAX €210,2021,39900,Diesel,100998,ContactTrade,Automatic,1.6,Silver,Mojave Silver,used,1,B2
Mercedes-Benz,E Class,#169 E 300 de PHEV AMG Line,2021,39900,Diesel Plug-in Hybrid,61919,ContactTrade,Automatic,2.0,Blue,Blue,used,1,
Mercedes-Benz,E Class,E300de PHEV AMG Line Exterior,2021,38950,Diesel Plug-in Hybrid,99399,ContactTrade,Automatic,2.0,Silver,Hi Tech Silver,used,1,A1
Mercedes-Benz,E Class,E300 DE AMG LINE *1 YEAR WARRANTY*,2021,38900,Diesel Plug-in Hybrid,96500,ContactTrade,Automatic,2.0,Black,,used,2,A1
Mercedes-Benz,E Class,AMG LINE E300de NIGHT EDITION PREMIUM PLUS ESTATE,2021,37950,Diesel Plug-in Hybrid,148949,ContactTrade,Automatic,2.0,Grey,,used,1,A1
Mercedes-Benz,E Class,E300de AMG 316bhp PHEV,2021,37850,Diesel Plug-in Hybrid,124999,ContactTrade,Automatic,2.0,Blue,Blue,used,1,
Mercedes-Benz,E Class,D E200 4DR AUTO,2021,37500,Diesel,198500,ContactTrade,Automatic,1.6,Black,,used,1,B1
Mercedes-Benz,E Class,E 200 D A/T Avantgarde,2021,37495,Diesel,101499,ContactTrade,Automatic,1.6,Grey,Grey,used,1,
Mercedes-Benz,E Class,D SERIES 4DR AUTO,2021,37450,Diesel,70882,ContactTrade,Automatic,2.0,Grey,,used,2,C1
Mercedes-Benz,E Class,AMG LINE EDITION PHEV FREE DELIVERY ,2021,36750,Petrol Plug-in Hybrid,136793,ContactTrade,Automatic,2.0,Grey,,used,1,A1
Mercedes-Benz,E Class,E220d Exclusive Auto,2021,35950,Diesel,164498,ContactTrade,Automatic,2.0,Black,Black,used,1,
Mercedes-Benz,E Class,AMG-LINE EDITION E300D-E PHEV NIGHT EDITION STYLING,2021,35900,Diesel,148736,ContactTrade,Automatic,2.0,Grey,Grey,used,1,A1
Mercedes-Benz,E Class,E220 * AMG LINE * ESTATE,2021,34995,Diesel,149351,ContactTrade,Automatic,2.0,Grey,,used,1,C1
Mercedes-Benz,E Class,E220d A/T Avantgarde,2021,34995,Diesel,147853,ContactTrade,Automatic,2.0,Grey,Grey,used,1,B2
Mercedes-Benz,E Class,E 300 2.0DE AMG STYLING 245BHP 4DR AUTO*QUALITY ASSURED USED CARS*SIMI APPROVED*GREAT RATE FINANCE AVAILABLE*WELCOME TO DAVID QUIGLEY AUTOS*,2021,34950,Diesel Plug-in Hybrid,120462,ContactTrade,Automatic,2.0,Grey,Grey,used,1,
Mercedes-Benz,E Class,D E220 4DR AUTO Finance Available own this car from €145 per week,2021,33999,Diesel,169104,ContactTrade,Automatic,2.0,Grey,,used,1,B2
Mercedes-Benz,E Class,E 220 D A/T Avantgarde,2021,33945,Diesel,135876,ContactTrade,Automatic,2.0,Blue,Blue,used,1,B1
Mercedes-Benz,E Class,E200d Avantgarde 4DR AUTO,2021,31950,Diesel,195301,ContactTrade,Automatic,1.6,Black,,used,2,B1
Mercedes-Benz,E Class,220 D COUPE 06-2022 2DR E SERIES AUTO,2020,49950,Diesel,36500,Private,Automatic,2.0,White,,used,2,B2
Mercedes-Benz,E Class,****BLACK FRIDAY SALE****E220D AMG LINE AUTO CONVERTIBLE,2020,43000,Diesel,80206,ContactTrade,Automatic,2.0,Red,,used,1,D
Mercedes-Benz,E Class,E220d AMG Line*Full Mercedes Service History*,2020,42950,Diesel,71099,ContactTrade,Automatic,2.0,Blue,Blue,used,2,
Mercedes-Benz,E Class,220D COUPE AMG Line 6.9% PCP,2020,42895,Diesel,79966,ContactTrade,Automatic,2.0,Blue,Blue,used,1,
Mercedes-Benz,E Class,"E 220d AMG-Memory Seats, 360 Parking Camera",2020,40950,Diesel,68899,ContactTrade,Automatic,2.0,Black,Black,used,1,
Mercedes-Benz,E Class,E300 DE EQ-P 2.0 AMG Line,2020,39995,Diesel Hybrid,108298,ContactTrade,Automatic,2.0,Blue,Blue,used,1,A1
Mercedes-Benz,E Class,220 D COUPE AMG NIGHT EDITION,2020,39950,Diesel,82483,ContactTrade,Automatic,2.0,Black,,used,2,B2
Mercedes-Benz,E Class,E 200D Exclusive Line Saloon,2020,39950,Diesel,77449,ContactTrade,Automatic,1.6,Blue,Blue,used,2,
Mercedes-Benz,E Class,E 220D Avantgarde Sports-Style Saloon,2020,39950,Diesel,45579,ContactTrade,Automatic,2.0,Blue,Blue,used,2,A3
Mercedes-Benz,E Class,E220D AMG Line Coupe 2DR Auto *Low Kils*,2020,38950,Diesel,81074,ContactTrade,Automatic,2.0,White,White,used,4,A3
Mercedes-Benz,E Class,E 220 d AMG Line AUTOMATIC *FLASH SALE!*,2020,37450,Diesel,98882,ContactTrade,Automatic,2.0,Blue,Blue,used,,
Mercedes-Benz,E Class,*AUTOMATIC* MERCEDEZ E 220D AMG 2.0TDI,2020,37450,Diesel,98882,ContactTrade,Automatic,2.0,Blue,Blue,used,2,
Mercedes-Benz,E Class,E300DE AMG LINE ESTATE,2020,36990,Diesel Plug-in Hybrid,92340,ContactTrade,Automatic,2.0,Grey,Selenite Grey,used,1,
Mercedes-Benz,E Class,E SERIES DE AMG LINE PREMIUM 4DR A AUTO,2020,36500,Diesel Plug-in Hybrid,167000,Private,Automatic,2.0,Black,,used,1,A1
Mercedes-Benz,E Class,E300de PHEV Avantgarde AUTO *(Plug-in Hybrid)*,2020,35950,Diesel Plug-in Hybrid,84498,ContactTrade,Automatic,2.0,Red,Red,used,1,
Mercedes-Benz,E Class,****BLACK FRIDAY SALE****E300 DE AMG LINE AUTO ESTATE,2020,35000,Diesel Plug-in Hybrid,49800,ContactTrade,Automatic,2.0,Silver,,used,1,A1
Mercedes-Benz,E Class,AMG LINE DE AUTO,2020,34950,Diesel Plug-in Hybrid,132722,ContactTrade,Other,2.0,Black,,used,1,A1
Mercedes-Benz,E Class,E220D COUPE AMG PREMIUM AUTO *HUGE SPEC*,2020,34900,Diesel,151165,ContactTrade,Automatic,2.0,Blue,Blue,used,1,A3
Mercedes-Benz,E Class,E300D AMG NIGHT ED PREMIUM PLUS *HUGE SPEC*,2020,34900,Diesel,125672,ContactTrade,Automatic,2.0,Grey,Grey,used,2,
Mercedes-Benz,E Class,E 220 d A/T Avantgarde,2020,34900,Diesel,71004,ContactTrade,Automatic,2.0,Blue,Blue,used,3,A3
Mercedes-Benz,E Class,E220 D AMG LINE PREMIUM NIGHT ED 4DR A,2020,34500,Diesel,173241,ContactTrade,Automatic,2.0,Red,,used,2,B1
Mercedes-Benz,E Class,E200D AMG LINE,2020,32990,Diesel,107287,ContactTrade,Automatic,1.6,Grey,Selenite Grey,used,,
Mercedes-Benz,E Class,E SERIES DE AMG LINE 4DR AUTO,2020,32950,Other,117887,ContactTrade,Automatic,2.0,Black,,used,1,A1
Mercedes-Benz,E Class,E 220D AMG Line AUTO,2020,31995,Diesel,107658,ContactTrade,Automatic,2.0,Silver,Silver,used,2,
Mercedes-Benz,E Class,E220 D AMG LINE EDITION 4DR AUTO,2020,31950,Diesel,130000,Private,Other,2.0,Blue,,used,1,B1
Mercedes-Benz,E Class,E220D AMG A/T,2020,31950,Diesel,110579,ContactTrade,Automatic,2.0,Blue,BLUE,used,1,A3
Mercedes-Benz,E Class,E300de AMG Premium Auto,2020,29995,Diesel Plug-in Hybrid,204850,ContactTrade,Automatic,2.0,Blue,Cavansite Blue,used,2,
Mercedes-Benz,E Class,E220 D SE PREMIUM 4DR AUTO,2020,29990,Diesel,122132,ContactTrade,Automatic,2.0,Black,,used,2,B2
Mercedes-Benz,E Class,E220D AUTO SE,2020,29895,Diesel,138047,ContactTrade,Automatic,2.0,White,White,used,1,A3
Mercedes-Benz,E Class,D E200 AUTO 4DR AVANTGARDE,2020,28950,Diesel,140000,ContactTrade,Automatic,1.6,Black,,used,3,A3
Mercedes-Benz,E Class,,2020,26750,Diesel,219998,ContactTrade,Automatic,2.0,Black,Black,used,2,A3